Order ID,Order Date,Ship Date,Customer ID,Segment,State,City,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
168480-1044-3032,21-Sep-19,27-Sep-19,DM-12955,Corporate,Manipur,Thoubal,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0,7.5371
114293-3833-3033,21-Nov-20,26-Nov-20,JH-16180,Consumer,Arunachal Pradesh,Tawang,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4,0.2,-12.196
134173-4355-3034,16-Sep-21,21-Sep-21,AB-10060,Home Office,Assam,Hailakandi,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,4,0.2,7.2576
123960-3038-3035,11-Jun-19,16-Jun-19,BD-11605,Consumer,Kerala,Alappuzha,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7,6,0,10.203
123960-2799-3036,11-Jun-19,16-Jun-19,BD-11605,Consumer,Kerala,Alappuzha,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",36.26,7,0,16.6796
123960-3582-3037,11-Jun-19,16-Jun-19,BD-11605,Consumer,Kerala,Alappuzha,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0,15.764
123960-4451-3038,11-Jun-19,16-Jun-19,BD-11605,Consumer,Kerala,Alappuzha,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,32.4,5,0,15.552
123960-4666-3039,11-Jun-19,16-Jun-19,BD-11605,Consumer,Kerala,Alappuzha,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16,2,0,10.7892
101749-1520-3040,3-Oct-21,8-Oct-21,AS-10045,Corporate,Bihar,Begusarai,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233
147991-4270-3041,5-May-20,9-May-20,ZD-21925,Consumer,Dadra & Nagar Haveli,Dadra & Nagar Haveli,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,0.2,3.344
149559-3172-3042,11-Sep-21,12-Sep-21,KF-16285,Home Office,Bihar,Jehanabad ,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0,6.2208
149559-2312-3043,11-Sep-21,12-Sep-21,KF-16285,Home Office,Bihar,Jehanabad ,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18,2,0,10.8682
149559-2320-3044,11-Sep-21,12-Sep-21,KF-16285,Home Office,Bihar,Jehanabad ,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272,8,0.2,256.784
135174-1530-3045,30-Apr-19,2-May-19,BP-11230,Consumer,West Bengal,Koch Bihar ,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1022.97,5,0.4,-255.7425
125290-1216-3046,6-Nov-21,10-Nov-21,CC-12430,Home Office,Meghalaya,Jaintia Hills,OFF-AR-10001216,Office Supplies,Art,Newell 339,13.9,5,0,3.614
125290-3127-3047,6-Nov-21,10-Nov-21,CC-12430,Home Office,Meghalaya,Jaintia Hills,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0,12.1348
137351-3910-3048,30-Sep-18,4-Oct-18,DB-13615,Consumer,Haryana,Jind,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.176,7,0.2,13.4925
121419-4534-3049,2-Apr-21,4-Apr-21,TC-21475,Home Office,Goa,North Goa ,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0,70.006
121419-0892-3050,2-Apr-21,4-Apr-21,TC-21475,Home Office,Goa,North Goa ,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6
148054-3247-3051,6-Oct-21,11-Oct-21,NZ-18565,Home Office,Gujarat,Ahmadabad,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2,0,2.9372
148054-4336-3052,6-Oct-21,11-Oct-21,NZ-18565,Home Office,Gujarat,Ahmadabad,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",227.84,4,0,66.0736
148054-1295-3053,6-Oct-21,11-Oct-21,NZ-18565,Home Office,Gujarat,Ahmadabad,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112
128517-2555-3054,9-Apr-20,14-Apr-20,SW-20350,Home Office,Manipur,Imphal East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,2,0,134.654
128517-0831-3055,9-Apr-20,14-Apr-20,SW-20350,Home Office,Manipur,Imphal East,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,5.28,2,0,2.4288
100377-1046-3056,28-Aug-19,1-Sep-19,TS-21370,Corporate,Haryana,Bhiwani,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,5,0.2,874.9875
131492-2973-3057,19-Oct-21,24-Oct-21,HH-15010,Corporate,Bihar,Aurangabad,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2,0,4.3008
131492-1641-3058,19-Oct-21,24-Oct-21,HH-15010,Corporate,Bihar,Aurangabad,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,0,15.12
131492-3878-3059,19-Oct-21,24-Oct-21,HH-15010,Corporate,Bihar,Aurangabad,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,0,10.3904
131492-3837-3060,19-Oct-21,24-Oct-21,HH-15010,Corporate,Bihar,Aurangabad,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368,2,0.2,-3.3506
144554-2800-3061,7-Nov-20,12-Nov-20,DM-13345,Corporate,West Bengal,Barddhaman ,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.976,3,0.2,22.4955
127621-1307-3062,3-Mar-21,7-Mar-21,RE-19450,Consumer,Daman & Diu,Daman,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",26.88,8,0.2,9.744
145184-2350-3063,27-Nov-19,29-Nov-19,JD-16150,Corporate,Dadra & Nagar Haveli,Dadra & Nagar Haveli,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,83.97,3,0,23.5116
145184-0397-3064,27-Nov-19,29-Nov-19,JD-16150,Corporate,Dadra & Nagar Haveli,Dadra & Nagar Haveli,TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,3,0,7.3479
106859-0615-3065,13-Mar-21,18-Mar-21,BF-11215,Home Office,Tamil Nadu,Coimbatore,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,8,0,25.424
106859-4531-3066,13-Mar-21,18-Mar-21,BF-11215,Home Office,Tamil Nadu,Coimbatore,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,8,0.2,49.2576
106859-4001-3067,13-Mar-21,18-Mar-21,BF-11215,Home Office,Tamil Nadu,Coimbatore,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95,5,0,88.1295
106859-1534-3068,13-Mar-21,18-Mar-21,BF-11215,Home Office,Tamil Nadu,Coimbatore,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,45.36,7,0,21.7728
106859-1815-3069,13-Mar-21,18-Mar-21,BF-11215,Home Office,Tamil Nadu,Coimbatore,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,288.24,6,0,138.3552
120089-3779-3070,30-Nov-21,30-Nov-21,ML-17755,Home Office,West Bengal,Maldah ,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936,4,0.2,82.992
119375-2011-3071,17-Nov-18,22-Nov-18,YC-21895,Corporate,Dadra & Nagar Haveli,Dadra & Nagar Haveli,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,0,792.2691
119375-2379-3072,17-Nov-18,22-Nov-18,YC-21895,Corporate,Dadra & Nagar Haveli,Dadra & Nagar Haveli,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3,0,14.9292
119375-3752-3073,17-Nov-18,22-Nov-18,YC-21895,Corporate,Dadra & Nagar Haveli,Dadra & Nagar Haveli,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,57.75,5,0,26.565
125206-3692-3074,3-Jan-20,5-Jan-20,LR-16915,Consumer,Bihar,Araria,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,0,28.615
126137-4409-3075,3-Oct-19,8-Oct-19,BS-11755,Consumer,Bihar,Araria,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2,0.15,18.4548
143903-3306-3076,20-Jul-18,24-Jul-18,KM-16375,Home Office,Daman & Diu,Daman,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,342.864,3,0.2,38.5722
143903-3724-3077,20-Jul-18,24-Jul-18,KM-16375,Home Office,Daman & Diu,Daman,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229
143903-2024-3078,20-Jul-18,24-Jul-18,KM-16375,Home Office,Daman & Diu,Daman,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,2,0.3,-140.196
104780-3514-3079,21-May-18,25-May-18,BT-11530,Home Office,Bihar,Gaya,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,31.84,8,0,10.5072
101182-1800-3080,4-Sep-21,5-Sep-21,KB-16405,Home Office,Bihar,Jamui,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,12.96,2,0,6.2208
101182-3589-3081,4-Sep-21,5-Sep-21,KB-16405,Home Office,Bihar,Jamui,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3,0.2,15.1116
132297-3364-3082,27-May-21,2-Jun-21,DW-13480,Home Office,Karnataka,Bangalore Rural,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,0,28.0032
132297-2834-3083,27-May-21,2-Jun-21,DW-13480,Home Office,Karnataka,Bangalore Rural,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,3,0,134.9925
100328-0343-3084,28-Jan-18,3-Feb-18,JC-15340,Consumer,Tripura,Dhalai,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,0.2,1.3257
118773-4584-3085,9-Feb-21,14-Feb-21,TP-21415,Consumer,Daman & Diu,Daman,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.784,4,0.8,-417.0936
118773-2402-3086,9-Feb-21,14-Feb-21,TP-21415,Consumer,Daman & Diu,Daman,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984,2,0.2,15.998
118773-0550-3087,9-Feb-21,14-Feb-21,TP-21415,Consumer,Daman & Diu,Daman,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,2,0.6,-2.6892
118773-0055-3088,9-Feb-21,14-Feb-21,TP-21415,Consumer,Daman & Diu,Daman,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,12.992,2,0.8,-32.48
159205-1591-3089,31-Mar-21,2-Apr-21,DB-12910,Home Office,Karnataka,Bagalkot,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61,5,0,25.62
159205-0526-3090,31-Mar-21,2-Apr-21,DB-12910,Home Office,Karnataka,Bagalkot,TEC-PH-10000526,Technology,Phones,Vtech CS6719,671.93,7,0,188.1404
112123-1071-3091,3-Mar-20,8-Mar-20,BH-11710,Consumer,Dadra & Nagar Haveli,Dadra & Nagar Haveli,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0,219.4514
112123-1557-3092,3-Mar-20,8-Mar-20,BH-11710,Consumer,Dadra & Nagar Haveli,Dadra & Nagar Haveli,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,0,129.5865
112123-1977-3093,3-Mar-20,8-Mar-20,BH-11710,Consumer,Dadra & Nagar Haveli,Dadra & Nagar Haveli,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,0,79.8912
114468-4231-3094,23-Aug-19,23-Aug-19,TD-20995,Consumer,Haryana,Sirsa,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68,4,0.2,2.772
114468-0809-3095,23-Aug-19,23-Aug-19,TD-20995,Consumer,Haryana,Sirsa,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288
114468-3021-3096,23-Aug-19,23-Aug-19,TD-20995,Consumer,Haryana,Sirsa,OFF-FA-10003021,Office Supplies,Fasteners,Staples,12.032,8,0.2,2.256
114468-0696-3097,23-Aug-19,23-Aug-19,TD-20995,Consumer,Haryana,Sirsa,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,5.768,2,0.8,-13.5548
135692-1158-3098,27-Apr-21,1-May-21,CV-12805,Corporate,Daman & Diu,Diu,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,0.2,11.592
135692-2268-3099,27-Apr-21,1-May-21,CV-12805,Corporate,Daman & Diu,Diu,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4,0.32,-42.1096
131233-0829-3100,14-Apr-21,19-Apr-21,CS-12355,Consumer,Tripura,Dhalai,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.5022
131233-3441-3101,14-Apr-21,19-Apr-21,CS-12355,Consumer,Tripura,Dhalai,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,0.2,9.0882
119578-3505-3102,22-Dec-21,27-Dec-21,JG-15310,Corporate,Bihar,Sheohar,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,695.16,6,0,34.758
119578-3660-3103,22-Dec-21,27-Dec-21,JG-15310,Corporate,Bihar,Sheohar,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,0,50.8254
124562-1267-3104,8-Dec-20,12-Dec-20,JP-16135,Home Office,West Bengal,Bankura ,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,7,0.7,-9.5018
140074-2741-3105,23-Mar-21,29-Mar-21,EC-14050,Consumer,Tripura,Dhalai,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,25.68,6,0,11.556
103037-4345-3106,25-Jul-20,29-Jul-20,KH-16630,Corporate,Daman & Diu,Daman,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956
127460-4340-3107,10-Jul-21,14-Jul-21,FG-14260,Home Office,Haryana,Kaithal,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,6,0.2,26.1156
121671-1471-3108,17-Jul-20,22-Jul-20,AA-10480,Consumer,Nagaland,Phek,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0,10.0878
121671-2344-3109,17-Jul-20,22-Jul-20,AA-10480,Consumer,Nagaland,Phek,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.8588
121671-1892-3110,17-Jul-20,22-Jul-20,AA-10480,Consumer,Nagaland,Phek,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0,3.7436
121671-1934-3111,17-Jul-20,22-Jul-20,AA-10480,Consumer,Nagaland,Phek,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0,25.4016
121671-0078-3112,17-Jul-20,22-Jul-20,AA-10480,Consumer,Nagaland,Phek,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0,47.7306
150350-1972-3113,23-Aug-20,30-Aug-20,MS-17770,Consumer,Haryana,Jind,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82
150350-2504-3114,23-Aug-20,30-Aug-20,MS-17770,Consumer,Haryana,Jind,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,0,63.873
150350-2160-3115,23-Aug-20,30-Aug-20,MS-17770,Consumer,Haryana,Jind,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,34.68,6,0,16.9932
150350-1973-3116,23-Aug-20,30-Aug-20,MS-17770,Consumer,Haryana,Jind,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,0.2,-39.9528
150350-1492-3117,23-Aug-20,30-Aug-20,MS-17770,Consumer,Haryana,Jind,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0,11.206
150350-2189-3118,23-Aug-20,30-Aug-20,MS-17770,Consumer,Haryana,Jind,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0,0.1588
121720-3312-3119,11-Jun-19,12-Jun-19,JE-15610,Corporate,Delhi,Delhi,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92,5,0.2,-182.637
121720-2496-3120,11-Jun-19,12-Jun-19,JE-15610,Corporate,Delhi,Delhi,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198
121720-3464-3121,11-Jun-19,12-Jun-19,JE-15610,Corporate,Delhi,Delhi,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,0.2,7.3008
121720-0380-3122,11-Jun-19,12-Jun-19,JE-15610,Corporate,Delhi,Delhi,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2,0.2,7.596
121720-4593-3123,11-Jun-19,12-Jun-19,JE-15610,Corporate,Delhi,Delhi,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88
121720-1308-3124,11-Jun-19,12-Jun-19,JE-15610,Corporate,Delhi,Delhi,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2,0.7,-3.14
121720-1780-3125,11-Jun-19,12-Jun-19,JE-15610,Corporate,Delhi,Delhi,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,51.8312
121720-3816-3126,11-Jun-19,12-Jun-19,JE-15610,Corporate,Delhi,Delhi,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,21.1428
149895-2200-3127,8-Sep-21,12-Sep-21,EB-14110,Consumer,Assam,Hailakandi,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,2,0.4,-47.3968
147564-4438-3128,2-Oct-21,6-Oct-21,BP-11155,Consumer,Tripura,Dhalai,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,4,0,23.0864
136399-4090-3129,16-Dec-18,17-Dec-18,CC-12100,Home Office,Bihar,Araria,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.6718
136399-2602-3130,16-Dec-18,17-Dec-18,CC-12100,Home Office,Bihar,Araria,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176
136399-1142-3131,16-Dec-18,17-Dec-18,CC-12100,Home Office,Bihar,Araria,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395,5,0,39.5
136399-4977-3132,16-Dec-18,17-Dec-18,CC-12100,Home Office,Bihar,Araria,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564
107916-4586-3133,24-Aug-18,26-Aug-18,JP-15460,Corporate,Tripura,North Tripura ,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0,6.3744
107916-1116-3134,24-Aug-18,26-Aug-18,JP-15460,Corporate,Tripura,North Tripura ,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,3,0.2,4.4352
164168-0666-3135,12-Nov-21,18-Nov-21,LS-16975,Home Office,Daman & Diu,Daman,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,0.8,-45.84
164168-2583-3136,12-Nov-21,18-Nov-21,LS-16975,Home Office,Daman & Diu,Daman,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,3,0.2,-15.5904
164168-4908-3137,12-Nov-21,18-Nov-21,LS-16975,Home Office,Daman & Diu,Daman,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,8.499
164168-1219-3138,12-Nov-21,18-Nov-21,LS-16975,Home Office,Daman & Diu,Daman,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2,0.2,4.4312
164168-4568-3139,12-Nov-21,18-Nov-21,LS-16975,Home Office,Daman & Diu,Daman,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784,2,0.2,-0.5598
164168-1756-3140,12-Nov-21,18-Nov-21,LS-16975,Home Office,Daman & Diu,Daman,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,-17.7072
112557-2311-3141,25-Apr-19,28-Apr-19,JL-15850,Consumer,Tripura,Dhalai,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0,90.8292
122959-3650-3142,12-Dec-18,12-Dec-18,CY-12745,Corporate,Daman & Diu,Diu,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,-336.6272
162572-3628-3143,25-Sep-21,27-Sep-21,RB-19360,Consumer,West Bengal,Haora ,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,35.988
162572-1547-3144,25-Sep-21,27-Sep-21,RB-19360,Consumer,West Bengal,Haora ,OFF-AR-10001547,Office Supplies,Art,Newell 311,10.608,6,0.2,0.9282
148110-2647-3145,5-Sep-20,11-Sep-20,AR-10825,Corporate,Daman & Diu,Daman,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843
131828-4495-3146,11-Feb-21,13-Feb-21,CS-11845,Corporate,Haryana,Jind,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528
131828-2923-3147,11-Feb-21,13-Feb-21,CS-11845,Corporate,Haryana,Jind,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679
109218-1374-3148,30-Jun-18,3-Jul-18,AR-10825,Corporate,Bihar,Araria,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0,10.368
120558-3441-3149,7-Jun-20,10-Jun-20,RD-19810,Home Office,Tripura,Dhalai,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0,15.552
109036-2043-3150,20-Dec-18,25-Dec-18,KH-16510,Consumer,Haryana,Jind,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,3,0,14.904
147830-2049-3151,15-Dec-19,18-Dec-19,NF-18385,Consumer,West Bengal,Barddhaman ,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,607.608
147830-0418-3152,15-Dec-19,18-Dec-19,NF-18385,Consumer,West Bengal,Barddhaman ,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,-2639.9912
147830-4908-3153,15-Dec-19,18-Dec-19,NF-18385,Consumer,West Bengal,Barddhaman ,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,-16.998
147830-4091-3154,15-Dec-19,18-Dec-19,NF-18385,Consumer,West Bengal,Barddhaman ,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018
150497-4600-3155,20-Jul-21,24-Jul-21,SM-20950,Corporate,Meghalaya,Jaintia Hills,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,331.191
128986-1289-3156,3-Aug-18,5-Aug-18,GH-14410,Home Office,Arunachal Pradesh,Papum Pare,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,33.7212
139584-1539-3157,24-Aug-19,28-Aug-19,EM-13810,Corporate,Tripura,Dhalai,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304
139584-1266-3158,24-Aug-19,28-Aug-19,EM-13810,Corporate,Tripura,Dhalai,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2,0,11.7
162677-1291-3159,26-Mar-20,27-Mar-20,DB-13210,Consumer,Uttar Pradesh,Balrampur,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,5.9185
162677-1314-3160,26-Mar-20,27-Mar-20,DB-13210,Consumer,Uttar Pradesh,Balrampur,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,-17.9964
150924-4040-3161,12-Sep-18,16-Sep-18,PT-19090,Consumer,Daman & Diu,Daman,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,-8.029
153969-1539-3162,21-Sep-18,25-Sep-18,HF-14995,Consumer,Bihar,Aurangabad,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,0,7.3132
153969-4483-3163,21-Sep-18,25-Sep-18,HF-14995,Consumer,Bihar,Aurangabad,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0,36.8245
153969-1615-3164,21-Sep-18,25-Sep-18,HF-14995,Consumer,Bihar,Aurangabad,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0,15.4752
153969-0327-3165,21-Sep-18,25-Sep-18,HF-14995,Consumer,Bihar,Aurangabad,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0,17.334
